prix,Kilométrage,Année,Transmission,Carburant,CV,premierMain,marque,modele
85000,87499,2002,Manuelle,Diesel,9,0,MERCEDES-BENZ,220
188000,92499,2022,Manuelle,Diesel,6,1,DACIA,DUSTER
315000,124999,2019,Automatique,Diesel,8,0,VOLVO,XC90
57000,17499,2006,Manuelle,Diesel,6,0,DACIA,LOGAN
198000,22499,2023,Manuelle,Diesel,7,1,FIAT,DOBLO
65000,2499,2007,Manuelle,Diesel,8,1,VOLKSWAGEN,POLO
103000,174999,2015,Manuelle,Diesel,6,0,CITROEN,C-ELYSÉE
210000,144999,2014,Manuelle,Diesel,7,1,KIA,SPORTAGE
143000,67499,2022,Manuelle,Diesel,6,1,NISSAN,MICRA
47000,324999,2000,Manuelle,Diesel,7,0,PEUGEOT,206
120000,104999,2018,Manuelle,Diesel,6,0,SEAT,IBIZA
80000,324999,2005,Manuelle,Diesel,8,0,VOLKSWAGEN,PASSAT CC
91000,114999,2016,Manuelle,Diesel,6,0,DACIA,LOGAN
160000,2499,2012,Automatique,Diesel,8,0,BMW,SÉRIE 3
131000,67499,2022,Manuelle,Diesel,6,1,CITROEN,C-ELYSÉE
105000,274999,2010,Manuelle,Diesel,6,0,RENAULT,SCENIC
144000,174999,2016,Manuelle,Diesel,6,0,TOYOTA,COROLLA
134000,87499,2021,Manuelle,Diesel,7,0,DACIA,LOGAN
75000,224999,2005,Manuelle,Diesel,8,0,VOLKSWAGEN,GOLF 5
200000,184999,2013,Automatique,Diesel,9,0,MERCEDES-BENZ,CLASSE CLA
112000,114999,2019,Manuelle,Diesel,6,0,CITROEN,C3
75000,194999,2009,Manuelle,Diesel,6,0,HYUNDAI,ACCENT
190000,22499,2024,Manuelle,Diesel,6,1,RENAULT,EXPRESS
114000,184999,2013,Manuelle,Diesel,6,0,HYUNDAI,I30
145000,324999,2011,Manuelle,Diesel,8,1,VOLKSWAGEN,TIGUAN
280000,144999,2020,Automatique,Diesel,9,1,HYUNDAI,SANTA FE
65000,324999,1992,Manuelle,Diesel,8,0,MERCEDES-BENZ,190
55000,194999,2008,Manuelle,Essence,6,0,DAIHATSU,SIRION
149000,224999,2018,Manuelle,Diesel,6,1,DACIA,DUSTER
87000,22499,2011,Manuelle,Diesel,8,0,HONDA,ACCORD
66000,274999,2007,Manuelle,Diesel,6,0,RENAULT,KANGOO
120000,77499,2021,Automatique,Diesel,6,1,SEAT,LEON
165000,224999,2013,Automatique,Diesel,12,0,AUDI,A7
105000,92499,2009,Automatique,Essence,17,0,JAGUAR,XF
95000,114999,2014,Manuelle,Diesel,6,0,PEUGEOT,301
119000,174999,2015,Manuelle,Diesel,6,0,RENAULT,CAPTUR
30000,7499,1997,Manuelle,Diesel,6,1,CITROEN,C15
30000,7499,1997,Manuelle,Diesel,6,1,CITROEN,C15
70000,2499,1998,Manuelle,Diesel,10,0,CHRYSLER,SEBRING
156500,104999,2019,Manuelle,Diesel,6,1,RENAULT,MEGANE
80000,184999,2014,Manuelle,Diesel,6,0,SUZUKI,SX 4
66000,274999,2008,Manuelle,Essence,10,0,HONDA,CIVIC
95000,114999,2014,Manuelle,Diesel,6,0,PEUGEOT,301
142000,134999,2020,Manuelle,Diesel,6,1,DACIA,DOKKER
30000,7499,1997,Manuelle,Diesel,6,1,CITROEN,C15
30000,7499,1997,Manuelle,Diesel,6,1,CITROEN,C15
70000,2499,1998,Manuelle,Diesel,10,0,CHRYSLER,SEBRING
156500,104999,2019,Manuelle,Diesel,6,1,RENAULT,MEGANE
80000,184999,2014,Manuelle,Diesel,6,0,SUZUKI,SX 4
66000,274999,2008,Manuelle,Essence,10,0,HONDA,CIVIC
95000,114999,2014,Manuelle,Diesel,6,0,PEUGEOT,301
142000,134999,2020,Manuelle,Diesel,6,1,DACIA,DOKKER
68000,274999,2008,Manuelle,Diesel,7,0,FORD,FOCUS
50000,2499,2006,Manuelle,Diesel,4,0,PEUGEOT,PARTNER
365000,154999,2020,Automatique,Diesel,8,1,AUDI,Q3
45000,2499,2006,Manuelle,Essence,8,0,RENAULT,CLIO
137000,97499,2021,Manuelle,Diesel,6,0,RENAULT,CLIO
123000,22499,2013,Manuelle,Diesel,8,0,FORD,KUGA
25000,224999,1996,Manuelle,Essence,6,0,FIAT,UNO
170000,114999,2015,Manuelle,Diesel,8,1,TOYOTA,RAV-4
138000,97499,2021,Manuelle,Diesel,6,0,PEUGEOT,208
110000,97499,2011,Manuelle,Diesel,6,1,HYUNDAI,I30
50000,104999,2008,Manuelle,Essence,6,0,CITROEN,C1
150000,154999,2018,Manuelle,Diesel,6,0,PEUGEOT,508
68000,17499,2011,Manuelle,Diesel,7,0,PEUGEOT,PARTNER
59999,194999,2006,Manuelle,Essence,6,0,KIA,PICANTO
110000,114999,2020,Manuelle,Diesel,5,1,FIAT,FIORINO
78000,274999,2004,Automatique,Diesel,8,0,AUDI,A3
55000,114999,2008,Manuelle,Essence,6,0,KIA,PICANTO
50000,12499,2004,Manuelle,Essence,6,0,KIA,PICANTO
29000,224999,1999,Manuelle,Essence,6,0,FIAT,UNO
47000,374999,2005,Manuelle,Diesel,6,0,HYUNDAI,ACCENT
45000,2499,2004,Manuelle,Diesel,7,0,PEUGEOT,PARTNER
62000,224999,2008,Manuelle,Essence,6,0,KIA,PICANTO
105000,2499,2008,Manuelle,Diesel,8,0,TOYOTA,RAV-4
178000,194999,2012,Automatique,Diesel,8,0,AUDI,Q5
305000,27499,2023,Automatique,Hybride,6,0,RENAULT,ARKANA
135000,62499,2022,Manuelle,Essence,6,1,SEAT,IBIZA
115000,324999,2008,Automatique,Diesel,9,0,MERCEDES-BENZ,220
190000,144999,2018,Automatique,Diesel,6,1,RENAULT,KADJAR
375000,12499,2023,Automatique,Diesel,6,1,KIA,SPORTAGE
115000,194999,2014,Manuelle,Diesel,6,0,DACIA,DUSTER
35000,12499,1997,Manuelle,Essence,10,0,VOLKSWAGEN,GOLF 3
35000,12499,1997,Manuelle,Essence,10,0,VOLKSWAGEN,GOLF 3
103000,274999,2013,Manuelle,Diesel,5,0,DACIA,DUSTER
40000,224999,1994,Manuelle,Diesel,8,1,RENAULT,EXPRESS
108000,134999,2015,Manuelle,Diesel,6,0,FORD,FIESTA
45000,224999,2007,Manuelle,Diesel,6,0,PEUGEOT,PARTNER
30000,7499,1999,Manuelle,Diesel,7,0,RENAULT,19
50000,32499,1995,Manuelle,Diesel,9,0,MERCEDES-BENZ,220
55999,37499,2000,Manuelle,Diesel,7,0,RENAULT,KANGOO
205000,104999,2015,Automatique,Diesel,8,1,AUDI,A6
30000,224999,1993,Manuelle,Diesel,6,0,CITROEN,C15
105000,324999,2005,Manuelle,Diesel,9,0,MERCEDES-BENZ,CLASSE E
145000,32499,2022,Manuelle,Diesel,6,1,DACIA,SANDERO
66000,224999,2013,Manuelle,Diesel,6,0,PEUGEOT,206
174000,104999,2017,Manuelle,Diesel,6,1,NISSAN,QASHQAI
20000,7499,1986,Manuelle,Essence,8,0,RENAULT,R9
59000,274999,2008,Manuelle,Diesel,8,0,KIA,CARENS
28000,274999,2001,Manuelle,Essence,9,0,MITSUBISHI,LANCER
217000,92499,2021,Automatique,Hybride,8,1,TOYOTA,C-HR
66000,224999,2013,Manuelle,Diesel,6,0,PEUGEOT,206
20000,72499,1996,Manuelle,Diesel,6,0,FIAT,UNO
90000,274999,2008,Manuelle,Diesel,9,0,TOYOTA,RAV-4
110000,42499,2016,Automatique,Essence,7,1,FIAT,500
45000,154999,2004,Manuelle,Diesel,8,0,HYUNDAI,SANTA FE
107000,104999,2013,Manuelle,Diesel,6,1,DACIA,DOKKER
340000,134999,2018,Automatique,Diesel,8,0,LAND-ROVER,RANGE ROVER
65000,124999,2012,Manuelle,Essence,6,0,TOYOTA,AYGO
100000,114999,2016,Manuelle,Diesel,6,0,FORD,FIESTA
138000,17499,2014,Manuelle,Diesel,8,0,FORD,KUGA
155000,52499,2023,Manuelle,Diesel,6,1,HYUNDAI,ACCENT
105000,22499,2013,Manuelle,Diesel,6,1,VOLKSWAGEN,CADDY
250000,97499,2017,Automatique,Diesel,11,1,ALFA-ROMEO,STELVIO
90000,374999,1980,Manuelle,Diesel,9,0,VOLKSWAGEN,ID.3
98000,62499,2016,Manuelle,Diesel,6,0,FIAT,500
250000,97499,2017,Automatique,Diesel,11,1,ALFA-ROMEO,STELVIO
90000,374999,1980,Manuelle,Diesel,9,0,VOLKSWAGEN,ID.3
98000,62499,2016,Manuelle,Diesel,6,0,FIAT,500
98000,62499,2016,Manuelle,Diesel,6,0,FIAT,500
278000,184999,2017,Automatique,Diesel,8,0,AUDI,A5
220000,104999,2016,Automatique,Diesel,8,1,JAGUAR,XE
17000,12499,1985,Manuelle,Essence,7,0,PEUGEOT,205
105000,274999,2017,Manuelle,Diesel,6,1,FORD,FIESTA
37000,424999,1992,Manuelle,Diesel,8,0,VOLKSWAGEN,GOLF 3
90000,324999,2011,Automatique,Diesel,9,0,HYUNDAI,SANTA FE
170000,134999,2019,Automatique,Diesel,6,1,OPEL,ASTRA
175000,174999,2013,Automatique,Diesel,6,0,VOLKSWAGEN,GOLF 7
155000,134999,2016,Manuelle,Diesel,6,1,SEAT,LEON
65000,27499,2007,Manuelle,Diesel,6,0,RENAULT,KANGOO
398000,104999,2019,Automatique,Diesel,8,1,MERCEDES-BENZ,CLASSE A
153000,224999,2012,Automatique,Diesel,8,0,VOLKSWAGEN,PASSAT CC
167000,134999,2016,Automatique,Diesel,8,0,FORD,FUSION
83000,194999,2009,Manuelle,Diesel,8,0,RENAULT,LAGUNA
33000,324999,2004,Manuelle,Essence,7,0,CHEVROLET,AVEO
36000,324999,2002,Manuelle,Diesel,7,0,PEUGEOT,206
118000,274999,2009,Automatique,Diesel,8,0,VOLKSWAGEN,PASSAT CC
120000,224999,2007,Automatique,Diesel,9,0,MERCEDES-BENZ,220
100000,52499,2018,Manuelle,Diesel,6,1,DACIA,SANDERO
60000,104999,2005,Manuelle,Diesel,8,0,KIA,SPORTAGE
45000,7499,2000,Manuelle,Essence,7,0,FIAT,PUNTO
250000,97499,2021,Automatique,Diesel,6,0,FORD,KUGA
45000,324999,2005,Automatique,Diesel,12,1,SSANGYONG,REXTON
49000,224999,2008,Manuelle,Essence,6,0,DAIHATSU,SIRION
225000,77499,2022,Automatique,Essence,11,1,DACIA,DUSTER
98000,134999,2010,Manuelle,Diesel,8,0,HONDA,CR-V
85000,274999,2009,Automatique,Diesel,8,0,OPEL,INSIGNIA
485000,62499,2023,Automatique,Diesel,12,0,VOLKSWAGEN,TOUAREG
75000,224999,2008,Manuelle,Diesel,6,0,MINI,COOPER
150000,154999,2018,Manuelle,Diesel,6,0,PEUGEOT,308
138000,67499,2021,Manuelle,Diesel,6,1,PEUGEOT,301
67000,374999,2008,Manuelle,Diesel,8,0,KIA,CARENS
360000,52499,2022,Automatique,Diesel,8,1,VOLKSWAGEN,CADDY
87000,224999,2011,Manuelle,Diesel,6,0,FORD,FIESTA
430000,57499,2021,Automatique,Diesel,8,1,VOLKSWAGEN,GOLF 8
340000,2499,2024,Automatique,Diesel,6,1,DACIA,DUSTER
75000,194999,2008,Manuelle,Essence,8,0,SEAT,LEON
118000,124999,2013,Manuelle,Diesel,6,0,FORD,FOCUS
80000,7499,2010,Manuelle,Diesel,8,0,OPEL,INSIGNIA
137000,52499,2020,Automatique,Essence,4,1,FIAT,500
368000,27499,2024,Automatique,Hybride,11,1,KIA,K5
250000,184999,2016,Automatique,Diesel,12,0,JEEP,GRAND CHEROKEE
145000,184999,2018,Manuelle,Diesel,6,1,CITROEN,BERLINGO
11000,154999,2019,Manuelle,Essence,7,1,DACIA,DOKKER
175000,97499,2021,Manuelle,Diesel,6,1,RENAULT,CLIO
160000,184999,2014,Manuelle,Diesel,20,0,BMW,SÉRIE 1
167000,124999,2019,Manuelle,Diesel,18,0,PEUGEOT,TEPEE
110000,2499,2019,Manuelle,Diesel,4,1,DACIA,DOKKER
210000,22499,2014,Automatique,Diesel,8,0,AUDI,A3
92000,194999,2014,Manuelle,Diesel,6,0,DACIA,LOGAN
15000,474999,2002,Automatique,Diesel,11,0,MERCEDES-BENZ,CLASSE E
64000,274999,2001,Manuelle,Diesel,7,0,RENAULT,MEGANE
275000,224999,2016,Automatique,Diesel,6,1,MERCEDES-BENZ,CLASSE GLC
49000,164999,2011,Manuelle,Essence,5,0,SUZUKI,CELERIO
115000,124999,2018,Manuelle,Diesel,6,0,CITROEN,C3
110000,87499,2016,Manuelle,Diesel,6,1,DACIA,SANDERO
128000,7499,2022,Manuelle,Essence,6,1,KIA,PICANTO
66000,22499,2013,Manuelle,Essence,7,0,RENAULT,CLIO
58000,174999,2012,Manuelle,Essence,5,0,PEUGEOT,107
35000,224999,1995,Manuelle,Diesel,8,0,VOLKSWAGEN,PHAETON
230000,104999,2016,Automatique,Diesel,8,0,BMW,SÉRIE 5
133000,194999,2016,Manuelle,Diesel,6,0,PEUGEOT,508
206000,104999,2018,Automatique,Diesel,6,0,RENAULT,KADJAR
65000,164999,2010,Manuelle,Essence,6,0,HYUNDAI,I10
290000,134999,2019,Automatique,Diesel,9,0,ALFA-ROMEO,GIULIA
90000,194999,2018,Automatique,Diesel,6,1,DACIA,LOGAN
420000,72499,2022,Automatique,Diesel,8,1,VOLKSWAGEN,TIGUAN
173000,184999,2018,Manuelle,Diesel,6,1,FORD,FOCUS
185000,52499,2021,Automatique,Diesel,6,1,FIAT,500X
89000,274999,2009,Manuelle,Diesel,8,0,BMW,SÉRIE 1
60000,424999,1988,Manuelle,Diesel,10,0,BMW,SÉRIE 1
160000,114999,2015,Manuelle,Diesel,7,1,HYUNDAI,IX35
103000,174999,2017,Manuelle,Diesel,6,0,DACIA,DOKKER
172000,104999,2022,Automatique,Diesel,6,0,DACIA,DUSTER
160000,274999,2015,Automatique,Diesel,8,1,AUDI,A4
32000,274999,2008,Manuelle,Diesel,8,0,SSANGYONG,KYRON
118000,104999,2013,Manuelle,Diesel,6,1,FIAT,500L
350000,97499,2012,Automatique,Essence,14,1,PORSCHE,CAYENNE
395000,134999,2021,Automatique,Diesel,8,1,MERCEDES-BENZ,CLASSE GLA
165000,82499,2019,Automatique,Diesel,6,0,ALFA-ROMEO,GIULIETTA
103000,194999,2018,Manuelle,Diesel,6,0,PEUGEOT,301
76000,224999,2012,Manuelle,Diesel,6,0,RENAULT,KANGOO
165000,154999,2016,Automatique,Diesel,11,0,JEEP,CHEROKEE
65000,224999,2003,Manuelle,Diesel,7,0,PEUGEOT,PARTNER
85000,104999,2010,Manuelle,Diesel,6,0,RENAULT,KANGOO
55000,194999,2007,Automatique,Diesel,11,0,JEEP,CHEROKEE
40000,374999,2003,Manuelle,Diesel,7,0,PEUGEOT,206
55000,194999,2007,Automatique,Diesel,11,0,JEEP,CHEROKEE
275000,17499,2023,Automatique,Essence,6,1,OPEL,MOKKA
115000,124999,2013,Automatique,Diesel,8,1,SKODA,OCTAVIA
220000,47499,2021,Manuelle,Diesel,6,1,PEUGEOT,2008
80000,274999,2017,Manuelle,Essence,8,0,FORD,FIESTA
180000,174999,2018,Manuelle,Diesel,8,0,PEUGEOT,3008
127000,224999,2010,Manuelle,Diesel,6,0,PEUGEOT,3008
310000,27499,2022,Automatique,Diesel,8,1,VOLKSWAGEN,GOLF 8
30000,374999,2000,Manuelle,Diesel,8,0,VOLKSWAGEN,POLO
210000,194999,2014,Automatique,Diesel,8,0,AUDI,A3
95000,104999,2007,Manuelle,Essence,10,0,HONDA,CIVIC
50000,224999,2003,Manuelle,Diesel,8,0,CITROEN,C5
28000,37499,1992,Manuelle,Diesel,6,0,RENAULT,19
125000,82499,2021,Manuelle,Diesel,6,1,PEUGEOT,301
45000,104999,2005,Manuelle,Essence,7,1,CHEVROLET,AVEO
94000,224999,2006,Manuelle,Diesel,9,0,MERCEDES-BENZ,CLASSE C
189000,52499,2020,Automatique,Electrique,4,1,RENAULT,ZOE
120000,17499,2016,Manuelle,Diesel,6,0,RENAULT,KANGOO
57000,184999,2006,Manuelle,Diesel,8,1,PEUGEOT,407
62000,154999,2011,Manuelle,Diesel,6,0,DACIA,LOGAN
64000,2499,1997,Manuelle,Diesel,10,0,MERCEDES-BENZ,250
145000,184999,2012,Automatique,Diesel,6,0,DS,DS5
52000,474999,2001,Manuelle,Diesel,9,0,MERCEDES-BENZ,220
167000,124999,2019,Automatique,Diesel,6,1,JEEP,RENEGADE
145000,67499,2019,Manuelle,Diesel,6,1,DACIA,DOKKER
65000,17499,2009,Manuelle,Essence,7,0,FORD,FIESTA
130000,224999,2017,Manuelle,Diesel,9,0,FORD,RANGE ROVERR
55000,27499,1997,Manuelle,Diesel,8,1,MERCEDES-BENZ,220
165000,114999,2020,Manuelle,Diesel,6,0,PEUGEOT,2008
53000,274999,2008,Manuelle,Diesel,6,0,FIAT,PUNTO
119000,134999,2019,Manuelle,Diesel,6,1,DACIA,LOGAN
135000,17499,2016,Manuelle,Diesel,6,0,PEUGEOT,2008
170000,224999,2016,Manuelle,Diesel,8,1,FORD,KUGA
120000,22499,2012,Manuelle,Diesel,6,0,FORD,FOCUS
45000,224999,2007,Manuelle,Essence,6,0,KIA,PICANTO
80000,17499,2010,Manuelle,Diesel,6,0,FORD,FIESTA
32000,67499,2009,Manuelle,Essence,6,0,CHANGHE,IDEAL
90000,424999,2011,Automatique,Diesel,12,0,HYUNDAI,IX55
115000,224999,2014,Automatique,Diesel,9,0,CHEVROLET,CAPTIVA
145000,87499,2022,Manuelle,Diesel,5,1,DACIA,SANDERO
120000,32499,2005,Automatique,Electrique,6,1,NISSAN,PATROL
120000,32499,2005,Automatique,Diesel,15,1,NISSAN,PATROL
95000,17499,2016,Manuelle,Diesel,6,0,RENAULT,CLIO
28000,224999,2002,Manuelle,Diesel,7,0,FIAT,UNO
145000,164999,2018,Manuelle,Diesel,10,0,FIAT,FULLBACK
20000,2499,2005,Manuelle,Essence,6,0,VOLKSWAGEN,GOLF 5
33000,27499,2001,Manuelle,Essence,11,0,HONDA,CR-V
33000,27499,2001,Manuelle,Essence,11,0,HONDA,CR-V
41000,154999,2002,Manuelle,Essence,6,0,RENAULT,CLIO
45000,324999,1999,Manuelle,Diesel,8,0,LAND-ROVER,FREELANDER
65000,224999,2008,Manuelle,Diesel,7,0,RENAULT,KANGOO
97000,194999,2012,Manuelle,Diesel,6,1,OPEL,CORSA
167000,42499,2023,Manuelle,Diesel,4,0,DACIA,SANDERO
230000,92499,2016,Automatique,Essence,20,0,CHEVROLET,CAMARO
298000,104999,2020,Automatique,Diesel,8,0,LAND-ROVER,RANGE ROVER EVOQUE
137000,77499,2017,Automatique,Diesel,7,1,RENAULT,CLIO
30000,184999,2003,Manuelle,Diesel,7,0,FIAT,PALIO
30000,224999,1999,Manuelle,Essence,8,0,PEUGEOT,306
90000,164999,2015,Manuelle,Essence,7,1,PEUGEOT,301
300000,184999,2018,Automatique,Diesel,6,1,VOLKSWAGEN,TIGUAN
22000,12499,1992,Manuelle,Diesel,5,0,CITROEN,AX
163000,37499,2023,Manuelle,Diesel,6,1,OPEL,CORSA
333000,224999,2019,Automatique,Diesel,8,0,VOLKSWAGEN,TIGUAN
99000,174999,2017,Manuelle,Diesel,6,0,RENAULT,CLIO
125000,174999,2016,Automatique,Diesel,9,1,ALFA-ROMEO,GIULIETTA
110000,92499,2017,Manuelle,Essence,7,1,FORD,FIESTA
320000,27499,2022,Automatique,Diesel,9,0,MITSUBISHI,L200
110000,82499,2017,Manuelle,Diesel,6,0,FORD,FIESTA
70000,374999,2004,Manuelle,Diesel,8,1,VOLKSWAGEN,GOLF 5
52000,194999,2007,Manuelle,Essence,7,0,RENAULT,CLIO
155000,114999,2018,Manuelle,Diesel,6,1,RENAULT,KANGOO
57500,7499,2000,Manuelle,Essence,7,0,RENAULT,KANGOO
225000,22499,2020,Automatique,Diesel,6,1,HYUNDAI,TUCSON
109000,224999,2018,Manuelle,Diesel,6,0,DACIA,DOKKER
259945,134999,2015,Automatique,Diesel,8,1,AUDI,Q5
64999,164999,2013,Manuelle,Essence,6,0,HYUNDAI,I10
60000,104999,2009,Manuelle,Essence,7,0,RENAULT,SYMBOL
70000,224999,2008,Manuelle,Diesel,7,0,RENAULT,KANGOO
125000,32499,2009,Manuelle,Diesel,8,0,VOLKSWAGEN,TOURAN
169900,37499,2021,Automatique,Hybride,9,1,TOYOTA,YARIS
345000,47499,2021,Automatique,Diesel,9,0,HYUNDAI,SANTA FE
345000,52499,2019,Automatique,Diesel,9,0,MERCEDES-BENZ,CLASSE CLA
145000,174999,2016,Manuelle,Diesel,6,1,FORD,FOCUS
161000,92499,2019,Manuelle,Diesel,6,0,DACIA,DUSTER
245000,134999,2019,Automatique,Diesel,8,0,BMW,X1
88000,164999,2010,Manuelle,Diesel,8,0,OPEL,INSIGNIA
160000,124999,2020,Manuelle,Diesel,6,1,OPEL,CROSSLAND
250000,92499,2022,Automatique,Hybride,9,1,TOYOTA,C-HR
104000,124999,2013,Manuelle,Diesel,5,0,VOLKSWAGEN,POLO
248000,134999,2016,Automatique,Diesel,9,0,LAND-ROVER,RANGE ROVER EVOQUE
90500,224999,2017,Manuelle,Diesel,6,0,FIAT,TIPO
102000,134999,2018,Manuelle,Diesel,6,0,PEUGEOT,301
122000,224999,2014,Manuelle,Diesel,7,0,HYUNDAI,I40
59000,224999,2007,Manuelle,Diesel,7,0,FORD,FOCUS
460000,114999,2017,Automatique,Diesel,12,1,LAND-ROVER,RANGE ROVER SPORT
240000,17499,2022,Manuelle,Diesel,6,1,KIA,SPORTAGE
113000,194999,2018,Manuelle,Diesel,6,0,DACIA,DOKKER
185000,17499,2024,Manuelle,Diesel,6,1,RENAULT,EXPRESS
163000,104999,2021,Manuelle,Diesel,6,0,OPEL,CROSSLAND
168000,164999,2018,Automatique,Diesel,7,1,RENAULT,TALISMAN
95000,12499,2016,Manuelle,Diesel,6,0,PEUGEOT,208
230000,174999,2015,Manuelle,Diesel,8,1,VOLKSWAGEN,TIGUAN
45000,194999,2005,Manuelle,Essence,6,0,PEUGEOT,206
28000,224999,2003,Manuelle,Essence,6,0,FIAT,PALIO
78000,144999,2012,Manuelle,Essence,8,0,HYUNDAI,ACCENT
325000,114999,2018,Automatique,Diesel,8,1,VOLKSWAGEN,TIGUAN
14000,104999,1985,Manuelle,Essence,6,0,RENAULT,SUPER 5
138000,184999,2014,Manuelle,Diesel,6,0,NISSAN,QASHQAI
112000,194999,2012,Manuelle,Diesel,8,1,SKODA,OCTAVIA
112000,224999,2013,Manuelle,Diesel,8,0,VOLKSWAGEN,JETTA
152000,87499,2022,Manuelle,Diesel,6,1,RENAULT,EXPRESS
119000,194999,2016,Manuelle,Diesel,7,1,FORD,FIESTA
85000,274999,2017,Manuelle,Diesel,6,1,DACIA,LOGAN
184999,164999,2017,Automatique,Diesel,12,0,VOLKSWAGEN,TOUAREG
139000,77499,2013,Manuelle,Diesel,8,1,SKODA,OCTAVIA
139000,77499,2013,Manuelle,Diesel,8,1,SKODA,OCTAVIA
220000,224999,2016,Automatique,Diesel,8,0,VOLKSWAGEN,TIGUAN
53000,224999,2005,Manuelle,Diesel,7,0,PEUGEOT,407
95000,144999,2011,Manuelle,Diesel,6,1,FORD,FOCUS
80000,424999,1980,Manuelle,Diesel,10,0,MERCEDES-BENZ,207D
80000,424999,1980,Manuelle,Diesel,10,0,MERCEDES-BENZ,207D
40000,27499,1988,Manuelle,Diesel,6,0,VOLKSWAGEN,GOLF 2
198000,12499,2024,Manuelle,Diesel,6,1,CITROEN,BERLINGO
249000,154999,2018,Automatique,Diesel,8,0,LAND-ROVER,RANGE ROVER VOGUE
85000,224999,2010,Automatique,Diesel,8,0,ALFA-ROMEO,159
128000,62499,2022,Manuelle,Essence,8,1,SEAT,IBIZA
13000,7499,2024,Manuelle,Diesel,6,1,FIAT,DOBLO
13000,22499,2021,Manuelle,Diesel,6,1,DACIA,DOKKER
190000,17499,1992,Automatique,Diesel,12,0,AUDI,Q5
195000,164999,2019,Automatique,Diesel,8,0,KIA,SPORTAGE
135000,87499,2020,Manuelle,Essence,7,1,OPEL,CORSA
158000,72499,2018,Manuelle,Diesel,6,1,PEUGEOT,2008
150000,374999,2012,Manuelle,Diesel,9,0,MERCEDES-BENZ,VITO
220000,62499,2021,Automatique,Hybride,8,0,TOYOTA,COROLLA
48000,224999,2007,Manuelle,Diesel,8,1,PEUGEOT,407
123000,274999,2011,Automatique,Diesel,8,0,FORD,KUGA
105000,7499,2007,Manuelle,Diesel,8,0,VOLKSWAGEN,CADDY
172000,52499,2023,Automatique,Diesel,6,0,FIAT,TIPO
258000,67499,2022,Automatique,Diesel,8,1,KIA,SPORTAGE
102000,134999,2020,Manuelle,Diesel,6,0,DACIA,LOGAN
208000,154999,2019,Manuelle,Diesel,6,1,OPEL,GRANDLAND
70000,224999,2009,Manuelle,Diesel,9,1,HYUNDAI,SANTA FE
139000,17499,2017,Manuelle,Diesel,7,0,OPEL,ASTRA
157000,57499,2018,Manuelle,Diesel,6,0,NISSAN,MICRA
65000,27499,2005,Automatique,Diesel,12,1,BMW,X5
70000,174999,2008,Manuelle,Essence,11,0,BMW,SÉRIE 3
174000,104999,2017,Manuelle,Diesel,6,1,NISSAN,QASHQAI
65000,32499,2005,Automatique,Diesel,12,1,BMW,X5
45000,144999,2004,Manuelle,Essence,8,0,CITROEN,C3
42000,324999,2002,Manuelle,Diesel,7,0,PEUGEOT,206
115000,194999,2017,Manuelle,Diesel,6,0,DACIA,DOKKER
107000,224999,2016,Manuelle,Diesel,6,0,RENAULT,CLIO
155000,224999,2016,Manuelle,Diesel,8,1,NISSAN,QASHQAI
48000,184999,2010,Manuelle,Essence,7,0,CHEVROLET,AVEO
300000,114999,2022,Automatique,Diesel,7,1,HYUNDAI,TUCSON
92000,174999,2020,Manuelle,Diesel,6,0,DACIA,LOGAN
60000,324999,2007,Manuelle,Diesel,8,0,OPEL,VECTRA
195000,134999,2018,Automatique,Diesel,8,0,JEEP,RENEGADE
160000,22499,2023,Manuelle,Diesel,6,1,DACIA,SANDERO
87000,12499,2016,Manuelle,Diesel,6,0,DACIA,DOKKER
220000,72499,2021,Manuelle,Diesel,6,1,CITROEN,C4
90000,87499,2014,Manuelle,Diesel,6,1,CITROEN,C3
75000,224999,2009,Manuelle,Diesel,8,0,SEAT,LEON
47000,224999,2000,Manuelle,Diesel,8,0,VOLKSWAGEN,PASSAT
245000,82499,2018,Automatique,Diesel,7,0,HYUNDAI,TUCSON
220000,164999,2017,Automatique,Diesel,6,1,HYUNDAI,TUCSON
90000,22499,2017,Manuelle,Essence,7,1,PEUGEOT,301
125000,224999,2012,Automatique,Diesel,8,0,VOLVO,XC60
52000,274999,2007,Manuelle,Essence,8,0,DACIA,LOGAN
85000,174999,2013,Manuelle,Diesel,6,1,DACIA,LOGAN
48000,224999,2005,Manuelle,Diesel,8,0,FORD,MONDEO
48000,224999,2005,Manuelle,Diesel,8,0,FORD,MONDEO
72000,27499,2008,Manuelle,Diesel,8,0,SKODA,OCTAVIA
39000,2499,2003,Manuelle,Essence,7,0,CITROEN,BERLINGO
80000,37499,2000,Manuelle,Diesel,8,0,VOLKSWAGEN,GOLF 4
155000,104999,2019,Manuelle,Diesel,6,1,DACIA,DOKKER
98000,27499,2008,Manuelle,Diesel,8,0,VOLKSWAGEN,PASSAT
170000,37499,2022,Manuelle,Diesel,8,0,CITROEN,C5
170000,134999,2017,Automatique,Essence,10,0,HONDA,CIVIC
48000,224999,1986,Manuelle,Diesel,8,0,LAND-ROVER,DEFENDER
210000,194999,2015,Automatique,Diesel,7,1,MERCEDES-BENZ,220
68000,97499,2013,Manuelle,Essence,6,1,PEUGEOT,206
78000,194999,2003,Manuelle,Diesel,7,1,RENAULT,LAGUNA
